indicator,forecast date,predicted seen,confidence,date,seen,cumulative_seen,days_since_last_seen_x,seen_streak,rolling_seen_ratio_14d,rolling_seen_std_14d,high_activity_not_seen_ratio_14d,low_activity_seen_ratio_14d,rolling_seen_ratio_7d,seen_ratio_diff,rolling_obs_14d,rolling_obs_7d,obs_ratio_spike,seen_streak_prev,recent_drop_flag,volatility_ratio,total_seen,seen_ratio,seen_std,max_seen_streak,max_unseen_streak,mean_seen_interval,std_seen_interval,days_since_last_seen_y,high_activity_not_seen_count,high_activity_not_seen_ratio,low_activity_seen_count,low_activity_seen_ratio,seen_score,unseen_risk,seen_gap_mean,seen_gap_std,_merge,high_likelihood
156.146.63.162,,,,2025-04-30,1.0,11.0,0.0,1.0,0.0714285714285714,0.2672612419124244,0.9285714285714286,0.0,0.1428571428571428,0.0,0.4285714285714285,0.8571428571428571,0.4999994166673472,0.0,0.0,3.741133628066013,11.0,0.0909090909090909,0.2874797872880344,2.0,33.0,8.6,8.616263691415206,1.0,110.0,0.9090909090909092,0.0,0.0,8.145454545454546,98.0090909090909,8.6,9.082339395160746,right_only,True
156.146.63.170,,,,2025-04-30,1.0,14.0,0.0,1.0,0.0714285714285714,0.2672612419124244,0.9285714285714286,0.0,0.1428571428571428,0.0714285714285714,0.4285714285714285,0.8571428571428571,0.4999994166673472,0.0,0.0,3.7411336280660135,14.0,0.1157024793388429,0.3198678095927872,2.0,21.0,7.923076923076923,6.764858727975585,1.0,107.0,0.8842975206611571,0.0,0.0,10.28512396694215,93.12975206611571,7.923076923076923,7.041088202609244,right_only,True
156.146.63.171,,,,2025-04-30,1.0,19.0,0.0,1.0,0.1428571428571428,0.3631365196012815,0.8571428571428571,0.0,0.1428571428571428,0.0,1.0,1.5714285714285714,0.6363632314052164,0.0,0.0,2.541777712769077,19.0,0.1570247933884297,0.363824143852151,3.0,15.0,5.777777777777778,4.403982485023647,1.0,102.0,0.8429752066115702,0.0,0.0,14.051239669421488,87.79752066115702,5.777777777777778,4.531660591043673,right_only,True
156.146.63.180,,,,2025-04-30,1.0,13.0,0.0,1.0,0.2142857142857142,0.4258153136263201,0.0714285714285714,0.0,0.1428571428571428,-0.1428571428571428,0.5,0.1428571428571428,3.499975500171499,0.0,0.0,1.9870454014707584,13.0,0.1074380165289256,0.3096693222346313,3.0,41.0,6.5,5.649483752226097,1.0,108.0,0.8925619834710744,0.0,0.0,9.77190082644628,97.95619834710745,6.5,5.900693333683917,right_only,True
156.146.63.181,,,,2025-04-30,1.0,18.0,0.0,1.0,0.2142857142857142,0.4258153136263201,0.7857142857142857,0.0,0.2857142857142857,0.1428571428571428,1.0714285714285714,1.2857142857142858,0.8333326851856893,0.0,0.0,1.9870454014707584,18.0,0.1487603305785124,0.3558520684563799,3.0,29.0,6.588235294117647,7.53859733816508,1.0,103.0,0.8512396694214877,0.0,0.0,13.33801652892562,91.42396694214877,6.588235294117647,7.77060827356369,right_only,True
178.175.129.37,,,,2025-04-30,1.0,15.0,0.0,2.0,0.3571428571428571,0.4972451580988469,0.0,0.0,0.5714285714285714,0.0714285714285714,1.5714285714285714,2.4285714285714284,0.6470585570935353,1.0,0.0,1.3922474597478984,15.0,0.1239669421487603,0.3295438353285436,3.0,84.0,2.5,1.8027756377319943,1.0,106.0,0.8760330578512396,0.0,0.0,11.198347107438018,104.90330578512396,2.5,1.8708286933869707,right_only,True
185.38.109.109,,,,2025-04-30,1.0,18.0,0.0,2.0,0.4285714285714285,0.5135525910130955,0.2857142857142857,0.0,0.4285714285714285,0.1428571428571428,3.142857142857143,2.2857142857142856,1.374999398437763,1.0,0.0,1.1982614195974322,18.0,0.1487603305785124,0.35585206845638,4.0,41.0,6.705882352941177,10.074806703049257,1.0,103.0,0.8512396694214877,0.0,0.0,13.53801652892562,93.82396694214876,6.705882352941177,10.384873048588226,right_only,True
46.246.8.75,,,,2025-04-30,1.0,14.0,0.0,1.0,0.1428571428571428,0.3631365196012815,0.6428571428571429,0.0,0.1428571428571428,-0.0714285714285714,0.6428571428571429,1.1428571428571428,0.5624995078129308,0.0,0.0,2.541777712769077,14.0,0.1157024793388429,0.3198678095927872,2.0,20.0,7.615384615384615,5.5127608822058205,1.0,107.0,0.8842975206611571,0.0,0.0,10.28512396694215,92.92975206611573,7.615384615384615,5.737863445837389,right_only,True
geo.netsupportsoftware.com/location/loca.asp,,,,2025-04-30,1.0,16.0,0.0,2.0,0.1428571428571428,0.3631365196012815,0.8571428571428571,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.499998250006125,1.0,0.0,2.541777712769077,16.0,0.1322314049586777,0.3387421740813091,2.0,25.0,7.866666666666666,6.621849355647475,1.0,105.0,0.8677685950413223,0.0,0.0,11.711570247933883,92.27685950413225,7.866666666666666,6.854265269228525,right_only,True
